Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
GNRC,Generac Holdlings Inc.,GNRC,Generac Holdings Inc.,Active,Industrials,,,Specialty Industrial Machinery,Stock,Industrials,Specialty Industrial Machinery,Industrials,Specialty Industrial Machinery
CTLT,"Catalent, Inc.",CTLT,"Catalent, Inc.",Active,Healthcare,,,Drug Manufacturers - Specialty & Generic,Stock,Healthcare,Drug Manufacturers - Specialty & Generic,Healthcare,Drug Manufacturers - Specialty & Generic
AIZ,"Assurant, Inc.",AIZ,"Assurant, Inc.",Active,Financial Services,,,Insurance - Property & Casualty,Stock,Financial Services,Insurance - Property & Casualty,Financial Services,Insurance - Property & Casualty
MKTX,"MarketAxess Holdings, Inc.",MKTX,MarketAxess Holdings Inc.,Active,Financial Services,,,Capital Markets,Stock,Financial Services,Capital Markets,Financial Services,Capital Markets
PNW,Pinnacle West Capital Corporati,PNW,Pinnacle West Capital Corporation,Active,Utilities,,,Utilities - Regulated Electric,Stock,Utilities,Utilities - Regulated Electric,Utilities,Utilities - Regulated Electric
ENPH,"Enphase Energy, Inc.",ENPH,"Enphase Energy, Inc.",Active,Technology,,,Solar,Stock,Technology,Solar,Technology,Solar
CE,Celanese Corporation,CE,Celanese Corporation,Active,Basic Materials,,,Chemicals,Stock,Basic Materials,Chemicals,Basic Materials,Chemicals
AES,The AES Corporation,AES,The AES Corporation,Active,Utilities,,,Utilities - Diversified,Stock,Utilities,Utilities - Diversified,Utilities,Utilities - Diversified
GL,Globe Life Inc.,GL,Globe Life Inc.,Active,Financial Services,,,Insurance - Life,Stock,Financial Services,Insurance - Life,Financial Services,Insurance - Life
LKQ,LKQ Corporation,LKQ,LKQ Corporation,Active,Consumer Cyclical,,,Auto Parts,Stock,Consumer Cyclical,Auto Parts,Consumer Cyclical,Auto Parts
MTCH,"Match Group, Inc.",MTCH,"Match Group, Inc.",Active,Communication Services,,,Internet Content & Information,Stock,Communication Services,Internet Content & Information,Communication Services,Internet Content & Information
FRT,Federal Realty Investment Trust,FRT,Federal Realty Investment Trust,Active,Real Estate,,,REIT - Retail,Stock,Real Estate,REIT - Retail,Real Estate,REIT - Retail
TFX,Teleflex Incorporated,TFX,Teleflex Incorporated,Active,Healthcare,,,Medical Instruments & Supplies,Stock,Healthcare,Medical Instruments & Supplies,Healthcare,Medical Instruments & Supplies
WYNN,"Wynn Resorts, Limited",WYNN,"Wynn Resorts, Limited",Active,Consumer Cyclical,,,Resorts & Casinos,Stock,Consumer Cyclical,Resorts & Casinos,Consumer Cyclical,Resorts & Casinos
MHK,"Mohawk Industries, Inc.",MHK,"Mohawk Industries, Inc.",Active,Consumer Cyclical,,,"Furnishings, Fixtures & Appliances",Stock,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Furnishings, Fixtures & Appliances"
APA,APA Corporation,APA,APA Corporation,Active,Energy,,,Oil & Gas E&P,Stock,Energy,Oil & Gas E&P,Energy,Oil & Gas E&P
HSIC,"Henry Schein, Inc.",HSIC,"Henry Schein, Inc.",Active,Healthcare,,,Medical Distribution,Stock,Healthcare,Medical Distribution,Healthcare,Medical Distribution
HAS,"Hasbro, Inc.",HAS,"Hasbro, Inc.",Active,Consumer Cyclical,,,Leisure,Stock,Consumer Cyclical,Leisure,Consumer Cyclical,Leisure
MOS,Mosaic Company (The),MOS,The Mosaic Company,Active,Basic Materials,,,Agricultural Inputs,Stock,Basic Materials,Agricultural Inputs,Basic Materials,Agricultural Inputs
CZR,"Caesars Entertainment, Inc.",CZR,"Caesars Entertainment, Inc.",Active,Consumer Cyclical,,,Resorts & Casinos,Stock,Consumer Cyclical,Resorts & Casinos,Consumer Cyclical,Resorts & Casinos
IVZ,Invesco Ltd,IVZ,Invesco Ltd.,Active,Financial Services,,,Asset Management,Stock,Financial Services,Asset Management,Financial Services,Asset Management
PARA,Paramount Global,PARA,Paramount Global,Active,Communication Services,,,Entertainment,Stock,Communication Services,Entertainment,Communication Services,Entertainment
WBA,"Walgreens Boots Alliance, Inc.",WBA,"Walgreens Boots Alliance, Inc.",Active,Healthcare,,,Pharmaceutical Retailers,Stock,Healthcare,Pharmaceutical Retailers,Healthcare,Pharmaceutical Retailers
HII,"Huntington Ingalls Industries, ",HII,"Huntington Ingalls Industries, Inc.",Active,Industrials,,,Aerospace & Defense,Stock,Industrials,Aerospace & Defense,Industrials,Aerospace & Defense
BWA,BorgWarner Inc.,BWA,BorgWarner Inc.,Active,Consumer Cyclical,,,Auto Parts,Stock,Consumer Cyclical,Auto Parts,Consumer Cyclical,Auto Parts
FMC,FMC Corporation,FMC,FMC Corporation,Active,Basic Materials,,,Agricultural Inputs,Stock,Basic Materials,Agricultural Inputs,Basic Materials,Agricultural Inputs
AMTM,"Amentum Holdings, Inc.",AMTM,"Amentum Holdings, Inc.",Active,Industrials,,,Specialty Business Services,Stock,Industrials,Specialty Business Services,Industrials,Specialty Business Services
QRVO,"Qorvo, Inc.",QRVO,"Qorvo, Inc.",Active,Technology,,,Semiconductors,Stock,Technology,Semiconductors,Technology,Semiconductors
